eval_type,is_oos,top_score
faq_retrieval,False,0.7720434691557394
faq_retrieval,False,0.8114074826240538
faq_retrieval,False,0.7536925760490787
faq_retrieval,False,0.7331091678905364
faq_retrieval,False,0.6619340181350708
faq_retrieval,False,0.7623649711876326
faq_retrieval,False,0.798066076430962
faq_retrieval,False,0.6323896597593816
faq_retrieval,False,0.7483467936515807
faq_retrieval,False,0.8117064297199248
faq_retrieval,False,0.8006850877896509
faq_retrieval,False,0.5922999107837676
faq_retrieval,False,0.6778592629525483
faq_retrieval,False,0.5910941088199615
faq_retrieval,False,0.5953755819797515
faq_retrieval,False,0.6926910880112729
faq_retrieval,False,0.6496735523867145
faq_retrieval,False,0.6809065326277466
faq_retrieval,False,0.602609601020813
faq_retrieval,False,0.7883622197766103
faq_retrieval,False,0.6727405981384043
faq_retrieval,False,0.8054660499095916
faq_retrieval,False,0.6195526257112349
faq_retrieval,False,0.6828620254993438
faq_retrieval,False,0.5924815738201141
faq_retrieval,False,0.6786046833143424
faq_retrieval,False,0.7832637250175932
faq_retrieval,False,0.680431551146079
faq_retrieval,False,0.5922106230258941
faq_retrieval,False,0.6175109588832514
faq_retrieval,False,0.6492796891789923
faq_retrieval,False,0.6314192138326835
faq_retrieval,False,0.6542411158248258
faq_retrieval,False,0.7299921732458045
faq_retrieval,False,0.6251645481011202
faq_retrieval,False,0.7700307428836822
faq_retrieval,False,0.6293853412950724
faq_retrieval,False,0.590633442401886
faq_retrieval,False,0.767848750161717
faq_retrieval,False,0.8059856295585632
faq_retrieval,False,0.687678474187851
faq_retrieval,False,0.5902851784229278
faq_retrieval,False,0.6603353603457174
faq_retrieval,False,0.8006083786487579
faq_retrieval,False,0.7379173994064331
faq_retrieval,False,0.8057445526123046
faq_retrieval,False,0.7980713687240248
faq_retrieval,False,0.5924315893650054
faq_retrieval,False,0.5910523855686187
faq_retrieval,False,0.6184779710496526
faq_retrieval,False,0.7274479548354822
faq_retrieval,False,0.7469751434734461
